keyword,language,country,timeRange,trend,interestScore,relatedQueries,source,lastChecked,sourceUrl,trendType,change,sourceFile,topicCluster,isRelevant
google ai,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,rising,5%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,ai_content,True
google ai,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,top,5%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,ai_content,True
google drive,en,US,2026-05-08..2026-06-08,rising,3,,google_trends_manual,2026-06-08,,rising,140%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,other,False
google gemini,en,US,2026-05-08..2026-06-08,rising,10,,google_trends_manual,2026-06-08,,rising,60%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
google gemini,en,US,2026-05-08..2026-06-08,rising,10,,google_trends_manual,2026-06-08,,top,60%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
grok,en,US,2026-05-08..2026-06-08,falling,34,,google_trends_manual,2026-06-08,,top,-20%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
hospitals,en,US,2026-05-08..2026-06-08,rising,4,,google_trends_manual,2026-06-08,,rising,20%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
hospitals,en,US,2026-05-08..2026-06-08,rising,4,,google_trends_manual,2026-06-08,,top,20%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
how do i post a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,4,,google_trends_manual,2026-06-08,,rising,190%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how do i post a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,4,,google_trends_manual,2026-06-08,,top,190%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how many images in an instagram carousel,en,US,2026-05-08..2026-06-08,rising,0,,google_trends_manual,2026-06-08,,rising,"4,500%",searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to create a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to create a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to create a carousel post on linkedin,en,US,2026-05-08..2026-06-08,falling,40,,google_trends_manual,2026-06-08,,rising,-4%,searched_with_rising-searches_US_20260508-2023_20260608-2023(2).csv,linkedin_carousel,True
how to create a carousel post on linkedin,en,US,2026-05-08..2026-06-08,falling,40,,google_trends_manual,2026-06-08,,top,-4%,searched_with_top-searches_US_20260508-2023_20260608-2023(1).csv,linkedin_carousel,True
how to create carousel post on instagram,en,US,2026-05-08..2026-06-08,falling,3,,google_trends_manual,2026-06-08,,rising,-4%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to do a carousel post on instagram,en,US,2026-05-08..2026-06-08,rising,3,,google_trends_manual,2026-06-08,,rising,120%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to humanize ai content,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,top,-30%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,ai_content,True
how to make a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,11,,google_trends_manual,2026-06-08,,rising,60%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,11,,google_trends_manual,2026-06-08,,top,60%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make an instagram carousel,en,US,2026-05-08..2026-06-08,rising,3,,google_trends_manual,2026-06-08,,rising,30%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make carousel on instagram,en,US,2026-05-08..2026-06-08,rising,17,,google_trends_manual,2026-06-08,,rising,70%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make carousel on instagram,en,US,2026-05-08..2026-06-08,rising,17,,google_trends_manual,2026-06-08,,top,70%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make carousel post on instagram,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make carousel post on instagram,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make instagram carousel,en,US,2026-05-08..2026-06-08,rising,20,,google_trends_manual,2026-06-08,,rising,1%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make instagram carousel,en,US,2026-05-08..2026-06-08,rising,20,,google_trends_manual,2026-06-08,,top,1%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to make seamless carousel instagram,en,US,2026-05-08..2026-06-08,breakout,1,,google_trends_manual,2026-06-08,,rising,Breakout,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to post a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,13,,google_trends_manual,2026-06-08,,rising,10%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to post a carousel on instagram,en,US,2026-05-08..2026-06-08,rising,13,,google_trends_manual,2026-06-08,,top,10%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to post a carousel on linkedin,en,US,2026-05-08..2026-06-08,rising,97,,google_trends_manual,2026-06-08,,rising,160%,searched_with_rising-searches_US_20260508-2023_20260608-2023(2).csv,linkedin_carousel,True
how to post a carousel on linkedin,en,US,2026-05-08..2026-06-08,rising,97,,google_trends_manual,2026-06-08,,top,160%,searched_with_top-searches_US_20260508-2023_20260608-2023(1).csv,linkedin_carousel,True
how to post carousel on instagram,en,US,2026-05-08..2026-06-08,rising,19,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to post carousel on instagram,en,US,2026-05-08..2026-06-08,rising,19,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
how to post carousel on linkedin,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2023_20260608-2023(2).csv,linkedin_carousel,True
how to post carousel on linkedin,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2023_20260608-2023(1).csv,linkedin_carousel,True
instagram caption generator,en,US,2026-05-08..2026-06-08,falling,4,,google_trends_manual,2026-06-08,,rising,-80%,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,instagram_carousel,True
instagram caption generator,en,US,2026-05-08..2026-06-08,falling,4,,google_trends_manual,2026-06-08,,top,-80%,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,instagram_carousel,True
instagram carousel ads,en,US,2026-05-08..2026-06-08,rising,7,,google_trends_manual,2026-06-08,,rising,20%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel ads,en,US,2026-05-08..2026-06-08,rising,7,,google_trends_manual,2026-06-08,,top,20%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel app,en,US,2026-05-08..2026-06-08,falling,18,,google_trends_manual,2026-06-08,,top,-10%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel aspect ratio,en,US,2026-05-08..2026-06-08,rising,10,,google_trends_manual,2026-06-08,,rising,20%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel aspect ratio,en,US,2026-05-08..2026-06-08,rising,10,,google_trends_manual,2026-06-08,,top,20%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel canva,en,US,2026-05-08..2026-06-08,falling,20,,google_trends_manual,2026-06-08,,top,-20%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel collage,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,rising,130%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel collage,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,top,130%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel cutter,en,US,2026-05-08..2026-06-08,breakout,0,,google_trends_manual,2026-06-08,,rising,Breakout,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel dimensions,en,US,2026-05-08..2026-06-08,falling,4,,google_trends_manual,2026-06-08,,top,-40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel examples,en,US,2026-05-08..2026-06-08,falling,7,,google_trends_manual,2026-06-08,,top,-40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel maker,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,rising,30%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel maker,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,top,30%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel mockup,en,US,2026-05-08..2026-06-08,rising,2,,google_trends_manual,2026-06-08,,rising,50%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel post,en,US,2026-05-08..2026-06-08,rising,89,,google_trends_manual,2026-06-08,,rising,3%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel post,en,US,2026-05-08..2026-06-08,rising,89,,google_trends_manual,2026-06-08,,top,3%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel posts,en,US,2026-05-08..2026-06-08,rising,34,,google_trends_manual,2026-06-08,,rising,7%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel posts,en,US,2026-05-08..2026-06-08,rising,34,,google_trends_manual,2026-06-08,,top,7%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel size,en,US,2026-05-08..2026-06-08,falling,25,,google_trends_manual,2026-06-08,,rising,-3%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel size,en,US,2026-05-08..2026-06-08,falling,25,,google_trends_manual,2026-06-08,,top,-3%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel size 2026,en,US,2026-05-08..2026-06-08,falling,9,,google_trends_manual,2026-06-08,,top,-20%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram carousel template,en,US,2026-05-08..2026-06-08,falling,11,,google_trends_manual,2026-06-08,,top,-10%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram font generator,en,US,2026-05-08..2026-06-08,rising,22,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,instagram_carousel,True
instagram font generator,en,US,2026-05-08..2026-06-08,rising,22,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,instagram_carousel,True
instagram post carousel,en,US,2026-05-08..2026-06-08,rising,88,,google_trends_manual,2026-06-08,,rising,2%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram post carousel,en,US,2026-05-08..2026-06-08,rising,88,,google_trends_manual,2026-06-08,,top,2%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram post dimensions,en,US,2026-05-08..2026-06-08,breakout,2,,google_trends_manual,2026-06-08,,rising,Breakout,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram post generator free,en,US,2026-05-08..2026-06-08,falling,28,,google_trends_manual,2026-06-08,,rising,-40%,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,instagram_carousel,True
instagram post generator free,en,US,2026-05-08..2026-06-08,falling,28,,google_trends_manual,2026-06-08,,top,-40%,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,instagram_carousel,True
instagram post mockup generator,en,US,2026-05-08..2026-06-08,falling,3,,google_trends_manual,2026-06-08,,rising,-70%,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,instagram_carousel,True
instagram post mockup generator,en,US,2026-05-08..2026-06-08,falling,3,,google_trends_manual,2026-06-08,,top,-70%,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,instagram_carousel,True
instagram post size,en,US,2026-05-08..2026-06-08,breakout,33,,google_trends_manual,2026-06-08,,rising,Breakout,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,instagram_carousel,True
instagram post size,en,US,2026-05-08..2026-06-08,breakout,33,,google_trends_manual,2026-06-08,,top,Breakout,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,instagram_carousel,True
instagram post template,en,US,2026-05-08..2026-06-08,rising,24,,google_trends_manual,2026-06-08,,rising,130%,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,instagram_carousel,True
instagram post template,en,US,2026-05-08..2026-06-08,rising,24,,google_trends_manual,2026-06-08,,top,130%,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,instagram_carousel,True
instagram seamless carousel,en,US,2026-05-08..2026-06-08,rising,9,,google_trends_manual,2026-06-08,,rising,50%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram seamless carousel,en,US,2026-05-08..2026-06-08,rising,9,,google_trends_manual,2026-06-08,,top,50%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram size,en,US,2026-05-08..2026-06-08,falling,25,,google_trends_manual,2026-06-08,,rising,-5%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram size,en,US,2026-05-08..2026-06-08,falling,25,,google_trends_manual,2026-06-08,,top,-5%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
instagram video carousel,en,US,2026-05-08..2026-06-08,falling,20,,google_trends_manual,2026-06-08,,top,-30%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
linkedin,en,US,2026-05-08..2026-06-08,falling,39,,google_trends_manual,2026-06-08,,rising,-10%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,linkedin_carousel,True
linkedin,en,US,2026-05-08..2026-06-08,falling,39,,google_trends_manual,2026-06-08,,top,-10%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,linkedin_carousel,True
linkedin carousel,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,top,50%,searched_with_top-searches_US_20260508-2018_20260608-2018(1).csv,linkedin_carousel,True
linkedin carousel ad examples,en,US,2026-05-08..2026-06-08,breakout,1,,google_trends_manual,2026-06-08,,rising,Breakout,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel ad examples,en,US,2026-05-08..2026-06-08,breakout,1,,google_trends_manual,2026-06-08,,top,Breakout,searched_with_top-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel ad specs,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,rising,-70%,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel ad specs,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,top,-70%,searched_with_top-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel ads,en,US,2026-05-08..2026-06-08,falling,24,,google_trends_manual,2026-06-08,,rising,-1%,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel ads,en,US,2026-05-08..2026-06-08,falling,24,,google_trends_manual,2026-06-08,,top,-1%,searched_with_top-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel dimensions,en,US,2026-05-08..2026-06-08,falling,14,,google_trends_manual,2026-06-08,,rising,-50%,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel dimensions,en,US,2026-05-08..2026-06-08,falling,14,,google_trends_manual,2026-06-08,,top,-50%,searched_with_top-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel post,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,rising,10%,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel post,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,top,10%,searched_with_top-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel post examples,en,US,2026-05-08..2026-06-08,falling,8,,google_trends_manual,2026-06-08,,rising,-90%,searched_with_rising-searches_US_20260508-2023_20260608-2023(2).csv,linkedin_carousel,True
linkedin carousel post examples,en,US,2026-05-08..2026-06-08,falling,8,,google_trends_manual,2026-06-08,,top,-90%,searched_with_top-searches_US_20260508-2023_20260608-2023(1).csv,linkedin_carousel,True
linkedin carousel post size,en,US,2026-05-08..2026-06-08,falling,12,,google_trends_manual,2026-06-08,,rising,-60%,searched_with_rising-searches_US_20260508-2023_20260608-2023(2).csv,linkedin_carousel,True
linkedin carousel post size,en,US,2026-05-08..2026-06-08,falling,12,,google_trends_manual,2026-06-08,,top,-60%,searched_with_top-searches_US_20260508-2023_20260608-2023(1).csv,linkedin_carousel,True
linkedin carousel size,en,US,2026-05-08..2026-06-08,falling,19,,google_trends_manual,2026-06-08,,rising,-50%,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin carousel size,en,US,2026-05-08..2026-06-08,falling,19,,google_trends_manual,2026-06-08,,top,-50%,searched_with_top-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin pdf carousel,en,US,2026-05-08..2026-06-08,falling,58,,google_trends_manual,2026-06-08,,rising,-20%,searched_with_rising-searches_US_20260508-2022_20260608-2022(2).csv,linkedin_carousel,True
linkedin pdf carousel,en,US,2026-05-08..2026-06-08,falling,100,,google_trends_manual,2026-06-08,,top,-10%,searched_with_top-searches_US_20260508-2025_20260608-2025(1).csv,linkedin_carousel,True
meta business suite,en,US,2026-05-08..2026-06-08,rising,3,,google_trends_manual,2026-06-08,,rising,60%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,other,False
microservices architecture,en,US,2026-05-08..2026-06-08,rising,1,,google_trends_manual,2026-06-08,,rising,20%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
museums,en,US,2026-05-08..2026-06-08,rising,2,,google_trends_manual,2026-06-08,,rising,30%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
museums,en,US,2026-05-08..2026-06-08,rising,2,,google_trends_manual,2026-06-08,,top,30%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
new york times,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,rising,30%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
new york times,en,US,2026-05-08..2026-06-08,rising,5,,google_trends_manual,2026-06-08,,top,30%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
node.js backend,en,US,2026-05-08..2026-06-08,rising,1,,google_trends_manual,2026-06-08,,rising,30%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
perplexity,en,US,2026-05-08..2026-06-08,falling,12,,google_trends_manual,2026-06-08,,top,-30%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
photography,en,US,2026-05-08..2026-06-08,falling,6,,google_trends_manual,2026-06-08,,rising,-20%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
photography,en,US,2026-05-08..2026-06-08,falling,6,,google_trends_manual,2026-06-08,,top,-20%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
python data analysis,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,rising,-10%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
python data analysis,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,top,-10%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
python web framework,en,US,2026-05-08..2026-06-08,rising,0,,google_trends_manual,2026-06-08,,rising,30%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
qr code generator,en,US,2026-05-08..2026-06-08,falling,2,,google_trends_manual,2026-06-08,,rising,-80%,searched_with_rising-searches_US_20260508-2027_20260608-2027(2).csv,other,False
qr code generator,en,US,2026-05-08..2026-06-08,falling,2,,google_trends_manual,2026-06-08,,top,-80%,searched_with_top-searches_US_20260508-2027_20260608-2027.csv,other,False
react development,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,rising,-10%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
scrl,en,US,2026-05-08..2026-06-08,rising,4,,google_trends_manual,2026-06-08,,rising,350%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,other,False
scrl,en,US,2026-05-08..2026-06-08,rising,4,,google_trends_manual,2026-06-08,,top,350%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,other,False
scrl app,en,US,2026-05-08..2026-06-08,breakout,0,,google_trends_manual,2026-06-08,,rising,Breakout,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,other,False
seamless carousel instagram,en,US,2026-05-08..2026-06-08,rising,7,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
seamless carousel instagram,en,US,2026-05-08..2026-06-08,rising,7,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
seamless carousel instagram canva,en,US,2026-05-08..2026-06-08,rising,3,,google_trends_manual,2026-06-08,,rising,60%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
seamless instagram carousel,en,US,2026-05-08..2026-06-08,rising,8,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
seamless instagram carousel,en,US,2026-05-08..2026-06-08,rising,8,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
social media post ideas for business,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,rising,3%,searched_with_rising-searches_US_20260508-2026_20260608-2026(2).csv,social_content,True
social media post ideas for business,en,US,2026-05-08..2026-06-08,rising,100,,google_trends_manual,2026-06-08,,top,3%,searched_with_top-searches_US_20260508-2026_20260608-2026.csv,social_content,True
walmart near me,en,US,2026-05-08..2026-06-08,breakout,15,,google_trends_manual,2026-06-08,,top,Breakout,searched_with_top-searches_US_20260508-2025_20260608-2025(1).csv,other,False
web development best practices,en,US,2026-05-08..2026-06-08,rising,1,,google_trends_manual,2026-06-08,,rising,50%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
web development best practices,en,US,2026-05-08..2026-06-08,rising,1,,google_trends_manual,2026-06-08,,top,50%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
wednesday social media post ideas,en,US,2026-05-08..2026-06-08,rising,40,,google_trends_manual,2026-06-08,,rising,70%,searched_with_rising-searches_US_20260508-2026_20260608-2026(2).csv,social_content,True
wednesday social media post ideas,en,US,2026-05-08..2026-06-08,rising,40,,google_trends_manual,2026-06-08,,top,70%,searched_with_top-searches_US_20260508-2026_20260608-2026.csv,social_content,True
what is a carousel,en,US,2026-05-08..2026-06-08,falling,21,,google_trends_manual,2026-06-08,,rising,-4%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,carousel_general,True
what is a carousel,en,US,2026-05-08..2026-06-08,falling,21,,google_trends_manual,2026-06-08,,top,-4%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,carousel_general,True
what is a carousel on instagram,en,US,2026-05-08..2026-06-08,falling,11,,google_trends_manual,2026-06-08,,rising,-3%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
what is a carousel on instagram,en,US,2026-05-08..2026-06-08,falling,11,,google_trends_manual,2026-06-08,,top,-3%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
what is a carousel post,en,US,2026-05-08..2026-06-08,rising,7,,google_trends_manual,2026-06-08,,rising,40%,searched_with_rising-searches_US_20260508-2020_20260608-2020(2).csv,carousel_general,True
what is a carousel post,en,US,2026-05-08..2026-06-08,rising,7,,google_trends_manual,2026-06-08,,top,40%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,carousel_general,True
what is a carousel post on instagram,en,US,2026-05-08..2026-06-08,falling,5,,google_trends_manual,2026-06-08,,top,-10%,searched_with_top-searches_US_20260508-2020_20260608-2020(2).csv,instagram_carousel,True
what is a content audit,en,US,2026-05-08..2026-06-08,falling,2,,google_trends_manual,2026-06-08,,top,-20%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
what is a content brief,en,US,2026-05-08..2026-06-08,rising,2,,google_trends_manual,2026-06-08,,rising,10%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
what is a content brief,en,US,2026-05-08..2026-06-08,rising,2,,google_trends_manual,2026-06-08,,top,10%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
what is a content calendar,en,US,2026-05-08..2026-06-08,falling,2,,google_trends_manual,2026-06-08,,top,-50%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,social_content,False
what is a content delivery network,en,US,2026-05-08..2026-06-08,rising,1,,google_trends_manual,2026-06-08,,rising,5%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
what is a content delivery network,en,US,2026-05-08..2026-06-08,rising,1,,google_trends_manual,2026-06-08,,top,5%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
what is a content management system,en,US,2026-05-08..2026-06-08,falling,2,,google_trends_manual,2026-06-08,,rising,-7%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
what is a content management system,en,US,2026-05-08..2026-06-08,falling,2,,google_trends_manual,2026-06-08,,top,-7%,searched_with_top-searches_US_20260508-2025_20260608-2025 (1)(2).csv,other,False
what is a content pillar,en,US,2026-05-08..2026-06-08,falling,1,,google_trends_manual,2026-06-08,,rising,-10%,searched_with_rising-searches_US_20260508-2025_20260608-2025(1).csv,other,False
